"code","message","type","context","selector"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page89.html\" target=\"_self\" id=\"wp_menubar0_P9_I3\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I3"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page89.html\" target=\"_self\" id=\"wp_menubar0_P9_I3\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I3"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page88.html\" target=\"_self\" id=\"wp_menubar0_P9_I4\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I4"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page88.html\" target=\"_self\" id=\"wp_menubar0_P9_I4\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I4"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page88.html\" target=\"_self\" id=\"wp_menubar0_P9_I4\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I4"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page88.html\" target=\"_self\" id=\"wp_menubar0_P9_I4\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I4"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page87.html\" target=\"_self\" id=\"wp_menubar0_P9_I5\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I5"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page87.html\" target=\"_self\" id=\"wp_menubar0_P9_I5\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I5"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page87.html\" target=\"_self\" id=\"wp_menubar0_P9_I5\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I5"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page87.html\" target=\"_self\" id=\"wp_menubar0_P9_I5\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_Sub...","#wp_menubar0_P9_I5"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.LayoutTable","This table appears to be a layout table. If it is meant to instead be a data table, ensure header cells are identified using th elements.","notice","<table cellpadding=\"0\" cellspacing=\"0\"><tbody><tr><td><a href=\"page817...</table>","#wp_menubar0_P14 > table"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page817.html\" target=\"_self\" id=\"wp_menubar0_P14_I0\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I0"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page817.html\" target=\"_self\" id=\"wp_menubar0_P14_I0\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I0"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page817.html\" target=\"_self\" id=\"wp_menubar0_P14_I0\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I0"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page817.html\" target=\"_self\" id=\"wp_menubar0_P14_I0\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I0"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page818.html\" target=\"_self\" id=\"wp_menubar0_P14_I1\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I1"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page818.html\" target=\"_self\" id=\"wp_menubar0_P14_I1\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I1"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page818.html\" target=\"_self\" id=\"wp_menubar0_P14_I1\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I1"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page818.html\" target=\"_self\" id=\"wp_menubar0_P14_I1\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I1"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page819.html\" target=\"_self\" id=\"wp_menubar0_P14_I2\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I2"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page819.html\" target=\"_self\" id=\"wp_menubar0_P14_I2\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I2"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page819.html\" target=\"_self\" id=\"wp_menubar0_P14_I2\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I2"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page819.html\" target=\"_self\" id=\"wp_menubar0_P14_I2\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I2"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page820.html\" target=\"_self\" id=\"wp_menubar0_P14_I3\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I3"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page820.html\" target=\"_self\" id=\"wp_menubar0_P14_I3\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I3"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page820.html\" target=\"_self\" id=\"wp_menubar0_P14_I3\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I3"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page820.html\" target=\"_self\" id=\"wp_menubar0_P14_I3\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I3"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page821.html\" target=\"_self\" id=\"wp_menubar0_P14_I4\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I4"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page821.html\" target=\"_self\" id=\"wp_menubar0_P14_I4\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I4"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page821.html\" target=\"_self\" id=\"wp_menubar0_P14_I4\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I4"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page821.html\" target=\"_self\" id=\"wp_menubar0_P14_I4\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I4"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page823.html\" target=\"_self\" id=\"wp_menubar0_P14_I5\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I5"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page823.html\" target=\"_self\" id=\"wp_menubar0_P14_I5\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I5"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page823.html\" target=\"_self\" id=\"wp_menubar0_P14_I5\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I5"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page823.html\" target=\"_self\" id=\"wp_menubar0_P14_I5\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I5"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"page824.html\" target=\"_self\" id=\"wp_menubar0_P14_I6\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I6"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<a href=\"page824.html\" target=\"_self\" id=\"wp_menubar0_P14_I6\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I6"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<a href=\"page824.html\" target=\"_self\" id=\"wp_menubar0_P14_I6\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I6"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"page824.html\" target=\"_self\" id=\"wp_menubar0_P14_I6\" style=\"display:block;color:#294637;font-size:16px;font-family:Trebuchet MS,serif;text-decoration:none;background-color:#c0dcd6;padding:3px 10px 3px 10px;text-align:left;\" onmouseover=\"wp_S...","#wp_menubar0_P14_I6"
